,stop_id,stop_name,stop_lat,stop_lon,true_stop_id
41,8220DB000048,"Summerhill (Dublin City), Lower Drumcondra Road",53.362329033001004,-6.25879046525832,48
42,8220DB000049,"Ballybough, Lower Dorset Street",53.360031842720794,-6.26089745848732,49
43,8220DB000051,Upper Dorset St (Temple Street),53.3579898458103,-6.26324925121845,51
44,8220DB000052,"Phibsborough, Upper Dorset St (St.Joseph's Parade)",53.3567946474934,-6.264499747697281,52
45,8220DB000053,"Phibsborough, North Circular Road (Lower Dorset Street)",53.3600144884223,-6.26279128910753,53
46,8220DB000054,"Phibsborough, North Circular Road (Mater Hospital)",53.360153709098505,-6.265565220090599,54
47,8220DB000055,"Phibsborough, Mater Hospital Mortuary",53.3604116029234,-6.26846957982236,55
48,8220DB000056,"Phibsborough, Cabra Road (North Circular Road)",53.3607597246041,-6.2763736549141,56
49,8220DB000057,"Phibsborough, Cabra Road (North Circular Road)",53.360816224291895,-6.276551674843311,57
50,8220DB000058,"Cabra East, Cabra Road (Charleville Road)",53.36094624589129,-6.28120420246723,58
51,8220DB000059,"Cabra East, Cabra Road (near Annamoe Terrace)",53.361018010196396,-6.28494256312827,59
52,8220DB000060,"Cabra East, Cabra Road (Quarry Road)",53.361279219648196,-6.28936450005445,60
53,8220DB000063,"Cabra East, Faussagh Avenue",53.36679243729299,-6.29275010805854,63
54,8220DB000064,"Cabra, Faussagh Avenue (Church)",53.36708858206671,-6.295232782203361,64
55,8220DB000065,"Cabra, Faussagh Avenue (Dingle Road)",53.3672546442387,-6.29805127641299,65
56,8220DB000066,"Cabra, Faussagh Avenue (Dingle Road)",53.3672749883703,-6.30074034554992,66
57,8220DB000068,"Cabra, Ventry Drive",53.369077508046,-6.304245234666411,68
58,8220DB000069,"Cabra, Ventry Park Estate",53.371392564093505,-6.30334171689525,69
59,8220DB000071,"Cabra, Pope John Paul II Park",53.3702576893289,-6.304438805303509,71
60,8220DB000072,"Cabra, Ventry Drive",53.368969926025,-6.30426453600163,72
61,8220DB000073,"Cabra, Faussagh Avenue (Dingle Road)",53.3673915527258,-6.300720678655701,73
62,8220DB000074,"Cabra, Faussagh Avenue (Church)",53.36720023856339,-6.2954988140077806,74
63,8220DB000075,"Cabra East, Faussagh Avenue",53.3665472298946,-6.29131731936794,75
64,8220DB000077,"Cabra East, Cabra Road (Quarry Road)",53.361309181902506,-6.28957365234688,77
65,8220DB000078,"Cabra East, Cabra Road (near Annamoe Terrace)",53.3611492151906,-6.28406583527474,78
66,8220DB000079,"Cabra East, Cabra Road (Charleville Road)",53.3610212509762,-6.28079550562153,79
67,8220DB000080,"Phibsborough, Cabra Road (North Circular Road)",53.360862963273,-6.27605396152962,80
68,8220DB000081,"Phibsborough, North Circular Road (Phibsborough Road)",53.3608757479059,-6.27196662691607,81
69,8220DB000082,"Phibsborough, Royal Canal Bank",53.3607977959156,-6.27154908016382,82
70,8220DB000083,"Phibsborough, North Circular Road (Mater Hospital)",53.36027924982229,-6.265545096162749,83
71,8220DB000084,"Phibsborough, North Circular Road (Leo Street)",53.360162561596205,-6.26370178059102,84
72,8220DB000085,"Drumcondra (Dublin), Homefarm Road",53.3736615235483,-6.25192557043456,85
73,8220DB000086,"Whitehall (Dublin City), Garda Station",53.3760502204589,-6.25116639066169,86
74,8220DB000087,"Whitehall (Dublin City), Sherkin Gardens",53.3767517255719,-6.2548802899246,87
75,8220DB000088,"Whitehall (Dublin City), Walnut Rise",53.3772872552991,-6.257699228645611,88
76,8220DB000090,Ballymun Road (St.Pappin's Road),53.386385531673795,-6.26526567275522,90
77,8220DB000091,Ballymun Road (Glasnevin Avenue),53.38842788964829,-6.265408142076829,91
78,8220DB000092,"Wadelai, Ballymun Library",53.3898373340512,-6.2646742403610505,92
79,8220DB000093,"Wadelai, Ballymun Road (Opp Shanlis Road)",53.392301467749704,-6.26415297561013,93
80,8220DB000094,"Ballymun, Civic Centre",53.396034762411496,-6.26437695995448,94
81,8220DB000102,"Ballymun, Balbutcher Lane (Árd Na Meala)",53.3977730701661,-6.26771985697013,102
82,8220DB000104,"Poppintree, Balbutcher Lane (Carrig Road)",53.3996843452926,-6.2768158490776305,104
83,8220DB000105,"Ballymun, Balbutcher Lane (Cranogue Road)",53.4029374784001,-6.28176785224465,105
84,8220DB000107,"Ballymun, Balbutcher Lane (Cranogue Road)",53.4020356254331,-6.27968361815462,107
85,8220DB000110,"Ballymun, Balbutcher Lane (Árd Na Meala)",53.3979399488216,-6.268690557216241,110
86,8220DB000112,"Ballymun, Civic Centre",53.3961544015462,-6.2639510403018,112
87,8220DB000113,"Ballymun, Comprehensive School",53.392267962926205,-6.26370325464247,113
88,8220DB000114,"Wadelai, Ballymun Road (Shanliss Road)",53.39133332205439,-6.263711229252371,114
89,8220DB000115,"Whitehall (Dublin City), Ballymun Road (Albert College Drive)",53.3878836841267,-6.26506943988923,115
90,8220DB000116,"Whitehall (Dublin City), Griffith Lawns",53.3776934606437,-6.25966673989336,116
91,8220DB000117,"Whitehall (Dublin City), Walnut Rise",53.3773659067251,-6.25754570845526,117
92,8220DB000118,"Whitehall (Dublin City), Sherkin Gardens",53.376643001690795,-6.253592098576809,118
93,8220DB000119,"Drumcondra, Upper Drumcondra Road (Griffith Avenue)",53.3751904807235,-6.25076574528234,119
94,8220DB000126,"Ballymun, Nursing Home",53.3990954666854,-6.264086960560451,126
95,8220DB000127,"Ballymun, Silver Swan Nursing Home",53.3991075304805,-6.26368042823971,127
96,8220DB000128,"Wadelai, Glasnevin Avenue (Ballymun Road)",53.389314748294794,-6.26582313262043,128
97,8220DB000129,"Wadelai, Glasnevin Ave (Glasnevin Dr)",53.389890315447396,-6.27142293606878,129
98,8220DB000130,"Glasnevin North, Glasnevin Park",53.3900920127596,-6.27418126942506,130
99,8220DB000131,"Glasnevin North, Glasnevin Avenue (Beneavin Drive)",53.3903858902625,-6.27834923697209,131
100,8220DB000132,"Glasnevin North, Beneavin Park",53.39048394646029,-6.28266046316236,132
101,8220DB000133,"Glasnevin North, Grove Park Road",53.3907969275881,-6.28630150947292,133
102,8220DB000134,"Glasnevin North, Sycamore Road (Willow Park Crescent)",53.39309459132029,-6.286073865435609,134
103,8220DB000136,"Finglas, McKee Road",53.3943802013895,-6.2898565965000905,136
104,8220DB000137,"Finglas, Clancy Avenue",53.392316719630394,-6.292630794814321,137
105,8220DB000138,"Finglas, Saint Canice's School",53.3899219036799,-6.292350769525489,138
106,8220DB000139,"Glasnevin North, Glasnevin Avenue",53.390601462424094,-6.286459717488719,139
107,8220DB000140,"Glasnevin North, Beneavin Park",53.390659494831496,-6.2823677201561,140
108,8220DB000141,"Glasnevin North, Glasnevin Avenue (Beneavin Drive)",53.3904450850916,-6.27809124468715,141
109,8220DB000142,"Glasnevin North, Glasnevin Park",53.39019082334129,-6.27417727164297,142
110,8220DB000143,"Wadelai, Glasnevin Ave (Glasnevin Dr)",53.389876708405,-6.269243369980201,143
111,8220DB000146,"Glasnevin, Na Fianna Football Ground",53.37537139790529,-6.265006968547361,146
112,8220DB000147,"Glasnevin, Dean Swift Bridge",53.3724802262386,-6.26583086212365,147
113,8220DB000148,"Glasnevin, Mobhi Road (Botanic Road)",53.3706701663468,-6.26806850705825,148
114,8220DB000149,"Glasnevin, Mobhi Road (Mobhí Drive)",53.37313858725571,-6.26598446613778,149
115,8220DB000150,"Glasnevin, Na Fianna Football Ground",53.3756588461862,-6.264995283028231,150
116,8220DB000151,"Glasnevin, Botanic Gardens",53.371955260019206,-6.26929382771155,151
117,8220DB000153,"Glasnevin, Meteorological Office",53.375732766346395,-6.270087554537059,153
118,8220DB000154,"Glasnevin, Saint Brigid's School",53.3772589962512,-6.275557037186509,154
119,8220DB000155,"Glasnevin, Old Finglas Road",53.3778742492869,-6.279575527175719,155
120,8220DB000156,"Glasnevin, Tolka Road Estate #1",53.378623390086005,-6.2816647390949205,156
121,8220DB000157,"Glasnevin, Griffith Road",53.3804116224166,-6.281637825177651,157
122,8220DB000158,"Glasnevin, Griffith Road",53.381348935624,-6.28368956273439,158
123,8220DB000159,"Glasnevin, Griffith Parade",53.382783719157295,-6.282835112461081,159
124,8220DB000164,"Glasnevin North, Beneavin Road",53.3884303639456,-6.28048792293046,164
125,8220DB000165,"Beneavin Road, Junction Beneavin Park",53.3890348746719,-6.28377124881097,165
126,8220DB000166,"Glasnevin North, Beneavin School",53.3895835973683,-6.28630514857365,166
127,8220DB000167,"Glasnevin North, Beneavin Road (Ballygall Road East)",53.3901866021356,-6.28698758531706,167
128,8220DB000168,"Beneavin Road, Junction Beneavin Park",53.38925996688721,-6.28442373469443,168
129,8220DB000169,"Glasnevin North, Beneavin Road",53.3884339346694,-6.2801119099585305,169
130,8220DB000173,"Glasnevin, Glasnamana Place",53.3821216122982,-6.28054674839469,173
131,8220DB000174,"Glasnevin, Tolka Road Estate",53.380680354947394,-6.2809505621077095,174
132,8220DB000175,"Glasnevin, Tolka Road Estate #1",53.378424253731005,-6.28156753895514,175
133,8220DB000176,"Glasnevin, Old Finglas Road",53.3780320419735,-6.27929860607809,176
134,8220DB000177,"Glasnevin, Ballygall Road East",53.3804683765673,-6.27622403515383,177
135,8220DB000178,"Glasnevin, West Park Drive",53.381890263169296,-6.27634698261825,178
136,8220DB000179,"Glasnevin, Ballygall Road East",53.380303431276204,-6.2760052198013305,179
137,8220DB000181,"Glasnevin, Old Finglas Road (Cremore Ave)",53.3771498433764,-6.27422370686192,181
138,8220DB000182,"Glasnevin, Meteorological Office",53.3756401078363,-6.2698959167255595,182
139,8220DB000183,"Glasnevin, Botanic Gardens",53.372315929121505,-6.26875318486038,183
140,8220DB000184,"Glasnevin, Botanic Road,Cliftonville",53.3697036819826,-6.26897935449929,184
141,8220DB000185,"Glasnevin, Botanic Road",53.3681009359861,-6.27002113927784,185
142,8220DB000186,"Glasnevin, Prospect Road",53.365355342635,-6.27158997755118,186
143,8220DB000187,"Phibsborough, Phibsboro Road",53.362734252360404,-6.272447365338321,187
144,8220DB000188,"Phibsborough, Phibsboro Road (NCR)",53.3601206877553,-6.27258314915011,188
145,8220DB000189,"Phibsborough, Broadstone",53.35716743948829,-6.2734688155533895,189
146,8220DB000190,"Phibsborough, Broadstone Depot",53.35512573041449,-6.273371074005739,190
147,8220DB000191,"Phibsborough, Youth Club",53.35507685452539,-6.26937692305375,191
148,8220DB000192,"Phibsborough, Mountjoy Street",53.356397211235894,-6.2680764696391496,192
149,8220DB000193,"Finglas, McKee Road",53.391196305978795,-6.294104034873941,193
150,8220DB000194,"Phibsborough, Saint Dominic's Youth Club",53.35504064955179,-6.26997931103775,194
151,8220DB000195,"Phibsborough, Constitution Hill",53.355011777876705,-6.27357097973096,195
152,8220DB000196,"Phibsborough, Broadstone Depot",53.35688389929071,-6.27375070406954,196
153,8220DB000197,Phibsboro Road (Monck Place),53.358952631612,-6.27323137351173,197
154,8220DB000198,"Phibsborough, Phibsboro Shopping Centre",53.3616253828786,-6.27283781041661,198
155,8220DB000199,"Phibsborough, Phibsboro Road",53.363621811498206,-6.2722912462251905,199
156,8220DB000200,"Glasnevin, Prospect Way",53.36742269263121,-6.271596443938019,200
157,8220DB000201,"Glasnevin, Botanic Road",53.36829109866,-6.27011862691081,201
158,8220DB000202,"Glasnevin, Fairfield Road",53.3700800875498,-6.2689039775337605,202
159,8220DB000203,"Drumcondra, Whitehall Garda Station",53.3763927937136,-6.25001002810673,203
160,8220DB000204,"Whitehall, Highfield Hospital",53.379588357566995,-6.2466621927376105,204
161,8220DB000205,"Whitehall, Swords Road",53.3814128035703,-6.24542973242025,205
162,8220DB000206,"Whitehall, Collins Avenue West ( Larkhill Road)",53.3835460890329,-6.24747670792428,206
163,8220DB000207,"Whitehall, Larkhill Road",53.38482163073629,-6.249874782768019,207
164,8220DB000208,"Whitehall, Glendun Road",53.3866539303158,-6.24795040815756,208
165,8220DB000209,"Whitehall, Glentow Estate",53.38727111052901,-6.24591044728043,209
166,8220DB000210,"Whitehall, Crestfield Road",53.387594081272795,-6.24831772849056,210
167,8220DB000211,"Whitehall (Dublin City), Saint Aidan's School",53.3842808561631,-6.249160330594179,211
168,8220DB000212,"Whitehall, Collins Avenue West ( Larkhill Road)",53.383195635127706,-6.24625839753322,212
169,8220DB000213,"Whitehall, Iveragh Road",53.381531050665,-6.244913768139419,213
170,8220DB000214,"Whitehall, Highfield Hospital",53.379408483572995,-6.246654551825559,214
171,8220DB000215,"Whitehall, Collins Avenue West",53.381872287004796,-6.2424494292295005,215
172,8220DB000216,"Beaumont (Dublin City), Yellow Road",53.3823308174836,-6.23819131969338,216
173,8220DB000217,"Whitehall, Beaumont Road",53.384323621843,-6.2368011222044695,217
174,8220DB000218,"Beaumont, Shantalla Road (Beaumont Road)",53.3855709097602,-6.23362253145054,218
175,8220DB000220,"Whitehall, Swords Road",53.387940539655396,-6.24498084117383,220
176,8220DB000233,"Beaumont, Shantalla Road (Beaumont Road)",53.3858213105789,-6.233536994159019,233
177,8220DB000234,"Beaumont, Beaumont Grove",53.3849504827242,-6.234820842718039,234
178,8220DB000235,"Whitehall, Beaumont Road Collinswood Estate",53.3832966131819,-6.2372494565105905,235
179,8220DB000236,"Beaumont (Dublin City), Yellow Road",53.382024743095705,-6.238158860037861,236
180,8220DB000237,"Whitehall, Collins Avenue",53.3820319328819,-6.24352519975875,237
181,8220DB000242,"Beaumont, Beaumont Road",53.385654898567104,-6.23201042765,242
182,8220DB000243,"Beaumont, Beaumont Road",53.3857800608389,-6.229539674546991,243
183,8220DB000244,"Beaumont, Elmount Rise",53.38499821368529,-6.22349851566417,244
184,8220DB000245,"Beaumont, Whitethorn Crescent",53.38447224442,-6.21956660604612,245
185,8220DB000246,"Artane, Beaumont Recreational Centre",53.3851504766469,-6.216230877169959,246
186,8220DB000247,"Artane, Ardlea Road (near A1 pub)",53.3869761610588,-6.21450075590277,247
187,8220DB000248,"Artane, Maryfield Drive",53.3855645601725,-6.21446963135785,248
188,8220DB000249,"Artane, Beaumont Recreational Centre",53.384933549178804,-6.2161497449639596,249
189,8220DB000250,"Beaumont, Whitethorn Crescent",53.3844194499785,-6.2202453161013604,250
190,8220DB000251,"Beaumont, Skelly's Lane (Elmount Rise)",53.3848596736854,-6.22324871269866,251
191,8220DB000252,"Beaumont, Skelly's Lane (Opp Beaumont Crescent)",53.385568015837094,-6.22796991791541,252
192,8220DB000253,"Kilmore, Beaumont Hospital",53.3899459507358,-6.22439004685405,253
193,8220DB000254,"Kilmore, Beaumont Hospital",53.390265298443296,-6.2241061136683795,254
194,8220DB000255,"Beaumont, Coolgreena Road",53.385593880418995,-6.231531872417429,255
195,8220DB000261,"Dublin, Parnell Square North",53.3540562845333,-6.26285336122227,261
196,8220DB000262,"Dublin, Garden of Remembrance",53.3539469610394,-6.262752648921079,262
197,8220DB000263,"Dublin, Garden of Remembrance",53.3537456234947,-6.2625054539801,263
198,8220DB000264,"Dublin, Gaelscoil Cholaiste Mhuire",53.353535302671204,-6.26225862681692,264
199,8220DB000265,"Dublin, Gate Theatre",53.3533615685145,-6.26205538070461,265
200,8220DB000270,"Dublin, Upper O'Connell Street",53.3506233915308,-6.26042429163433,270
201,8220DB000271,"Dublin, Lower O'Connell Street",53.348596362581794,-6.259485419972121,271
202,8220DB000272,"Dublin, Upper O'Connell Street",53.3514644798917,-6.26078060573293,272
203,8220DB000273,"Dublin City South, O'Connell Bridge",53.347247415952395,-6.258819401539579,273
204,8220DB000274,"Dublin, Millennium Spire",53.3503490838222,-6.26072086862175,274
205,8220DB000276,"Ashtown, River Road",53.377402200924905,-6.331796583128559,276
206,8220DB000277,"Dublin, Citizens Information Service",53.35082232581801,-6.260506319786919,277
207,8220DB000278,"Dublin, Cathal Brugha Street",53.3513531741087,-6.26116068128307,278
208,8220DB000279,"Dublin, Millennium Spire",53.35013174640929,-6.26060954701665,279
209,8220DB000281,"Rotunda, Dublin Bus Head Office",53.35090995484239,-6.260968420751469,281
210,8220DB000284,"Ashtown, Rathbourne Avenue",53.3772826239301,-6.32838928381528,284
211,8220DB000286,"Dublin, Cathal Brugha Street",53.3520003824172,-6.260548478066941,286
212,8220DB000288,"Dublin, Irish Life Mall",53.349197279872506,-6.2550898269972,288
213,8220DB000289,"Dublin, Irish Life Mall",53.349035182347095,-6.25629812341943,289
214,8220DB000291,"Dublin, National Lottery Head Quarters",53.3489359441274,-6.2568879893772005,291
215,8220DB000292,"Dublin, Irish Life Mall",53.3489273892572,-6.2563025232072995,292
216,8220DB000293,"Dublin, National Lottery Head Quarters",53.3488581695532,-6.25710145511176,293
217,8220DB000297,"Dublin, Eden Quay",53.3481897170169,-6.25687337517716,297
218,8220DB000298,"Dublin, Liberty Hall",53.3482087686015,-6.256331854401799,298
219,8220DB000299,"Dublin, Liberty Hall",53.34823132876121,-6.25603052041444,299
220,8220DB000300,"Dublin, Liberty Hall",53.348209193839,-6.2557460316124,300
221,8220DB000301,"Dublin, Marlborough Street",53.347950033409795,-6.25707842203133,301
222,8220DB000302,"Dublin, Eden Quay",53.3480983541306,-6.25677195870995,302
223,8220DB000303,"Dublin, Eden Quay",53.347757898922204,-6.2580776128694104,303
224,8220DB000307,"Warrenmount, O'Donovan Road",53.334577089465895,-6.280087464165209,307
225,8220DB000308,"Warrenmount, Oscar Square",53.3367711889546,-6.2795336569240705,308
226,8220DB000309,"Warrenmount, Ardee Street",53.337849891796395,-6.2789195881599404,309
227,8220DB000312,"Temple Bar, Wellington Quay",53.3454764728264,-6.2662061554843,312
228,8220DB000313,"Dublin, Lower Liffey Street",53.34690690074449,-6.261972497710721,313
229,8220DB000315,"Dublin, Bachelors Walk",53.3469263969899,-6.26207684589386,315
230,8220DB000317,"Dublin City South, Westmoreland Street",53.3462448501457,-6.25910057954255,317
231,8220DB000318,Westmoreland Street (O'Connell Bridge),53.34630772957029,-6.25909801737036,318
232,8220DB000319,"Dublin City South, Westmoreland Street",53.34596901234671,-6.25929205738211,319
233,8220DB000320,"Dublin City South, Westmoreland Street",53.3455466028366,-6.25929424743901,320
234,8220DB000322,"Ballymun, Gulliver's Retail Park",53.4042549924644,-6.26535084532186,322
235,8220DB000325,"Temple Bar, Aston Quay",53.34673320029779,-6.25992180730209,325
236,8220DB000326,"Temple Bar, Aston Quay",53.3465796093979,-6.26048380541737,326
237,8220DB000328,"Temple Bar, Aston Quay",53.3464264533881,-6.26107582175627,328
238,8220DB000329,"Temple Bar, Aston Quay",53.346318864461296,-6.26171103970584,329
239,8220DB000333,"Dublin City South, O'Connell Bridge House",53.346648199236895,-6.258408239591611,333
240,8220DB000334,"Dublin City South, D'Olier Street",53.346581156205,-6.25812559112216,334
241,8220DB000335,"Dublin City South, D'Olier House",53.3462619374052,-6.25780816657112,335
242,8220DB000336,"Dublin City South, Ashfield House",53.3462516394294,-6.25771846673947,336
243,8220DB000340,"Dublin City South, Pearse Street Garda Station",53.3460128066369,-6.25613609916844,340
244,8220DB000342,Trinity College,53.34556411831739,-6.25680026075817,342
245,8220DB000345,"Trinity College, Garda Station",53.345475815469,-6.2562931940713,345
246,8220DB000346,"Trinity College, Garda Station",53.3455062736618,-6.256532266224,346
247,8220DB000350,"Dublin City South, Lower Sandwith Street",53.34563194158171,-6.24976824959424,350
248,8220DB000351,"Pearse Station, Pearse Street",53.3433724681717,-6.24524997856558,351
249,8220DB000352,"Grand Canal Dock, Pearse Square",53.342989145803095,-6.2424121399899,352
250,8220DB000353,"Grand Canal Dock, Pearse Street",53.342615846380795,-6.23964903171023,353
251,8220DB000354,"Grand Canal Dock, Barrow Street",53.3422200812999,-6.2365865256356905,354
252,8220DB000355,"Grand Canal Dock, Ringsend Bus Depot",53.341761451106606,-6.23292593610588,355
253,8220DB000356,"Ringsend, Bridge Street",53.3419030234416,-6.226717443134639,356
254,8220DB000357,"Irishtown, Irishtown Road",53.33917104396689,-6.223121474898571,357
255,8220DB000371,"Irishtown (Dublin City), Irishtown Gospel Hall",53.3386127807367,-6.22305458253422,371
256,8220DB000372,"Sandymount, Star Of The Sea Church",53.33542347697951,-6.21953823532786,372
257,8220DB000373,"Sandymount, Farney Park",53.33427533127129,-6.2178892725965405,373
258,8220DB000374,"Sandymount, Sandymount Road",53.3331662348684,-6.21644898414059,374
259,8220DB000375,"Sandymount, Seafort Avenue",53.3339984812299,-6.214402146218751,375
260,8220DB000376,"Sandymount, Strand Road (Lea Road)",53.33071252622501,-6.2092542646162,376
261,8220DB000377,"Sandymount, Strand Road (Gilford Road)",53.32872892923061,-6.20884189534073,377
262,8220DB000378,"Sandymount, Sandymount Tower",53.3256502919022,-6.20733447201422,378
263,8220DB000380,"Sandymount, Saint John's Road East",53.3247260855137,-6.20923477230439,380
264,8220DB000381,"Sandymount, Saint John's Church",53.32420586828171,-6.21230406086853,381
265,8220DB000382,"Sandymount, Seamount House",53.3250976571988,-6.20764288276518,382
266,8220DB000383,"Sandymount, Strand Road (Gilford Road)",53.328541421988604,-6.20892482063583,383
267,8220DB000384,"Sandymount, Strand Road (Lea Road)",53.331633952391996,-6.2101616048599695,384
268,8220DB000385,"Sandymount, Newgrove Avenue",53.332351023118,-6.21122768794003,385
269,8220DB000387,"Sandymount, Sandymount Road",53.3324995101993,-6.215741057677491,387
270,8220DB000388,"Irishtown, Sandymount Road",53.334508861965105,-6.218480172552121,388
271,8220DB000389,"Irishtown, Sandymount Road",53.33529008179621,-6.21963388936862,389
272,8220DB000390,"Sandymount, Tritonville Road",53.3377022219536,-6.22226650556187,390
273,8220DB000391,"Ringsend, Irishtown Road",53.3399922179904,-6.22394334704278,391
274,8220DB000392,"Ringsend, Saint Patrick's Church",53.3417336311665,-6.22741532105921,392
275,8220DB000393,"Sandymount, Cranfield Place",53.33690388771689,-6.22237479685263,393
276,8220DB000395,"Ringsend, Ringsend Road",53.341940053565104,-6.235276454416339,395
277,8220DB000396,"Grand Canal Dock, Pearse Street",53.342461590373794,-6.23955025594793,396
278,8220DB000397,"Grand Canal Dock, Saint Andrew's Resource Centre",53.3427855554404,-6.242015007307611,397
279,8220DB000398,"Pearse Station, Pearse Street",53.3432949350359,-6.245478446867889,398
280,8220DB000399,"Pearse Station, Pearse Street",53.3438646181754,-6.248158500364139,399
281,8220DB000400,"Trinity College, Shaw Street",53.344751161599206,-6.25283825801258,400
282,8220DB000404,"Trinity College, Nassau St. (Opp. Frederick St)",53.3427183259381,-6.2564207419068705,404
283,8220DB000405,"Trinity College, South Frederick's Street",53.342481689181604,-6.2556043726643,405
284,8220DB000406,"Trinity College, Northern Ireland Tourist Board",53.3426164442785,-6.25621463756987,406
285,8220DB000407,Custom House Quay,53.3483795866679,-6.253876505995111,407
286,8220DB000408,Merrion Square North,53.3409707826238,-6.25001923957642,408
287,8220DB000409,"Merrion Square, Holles Street",53.3401367313169,-6.24769559556976,409
288,8220DB000410,"Dublin City South, Lower Mount Street",53.3388134508634,-6.24389039032328,410
289,8220DB000411,"Dublin City South, Lower Mount Street",53.3381171192211,-6.241771553501401,411
290,8220DB000412,"Dublin City South, Northumberland Road",53.3352555102366,-6.2372793190562,412
291,8220DB000413,"Dublin City South, Northumberland Road",53.334094193305,-6.236546394051531,413
292,8220DB000414,"Ballsbridge, Northumberland Road",53.331521686467,-6.234595488264179,414
293,8220DB000415,"Ballsbridge, Elgin Road",53.3303378154068,-6.23294774966437,415
294,8220DB000416,"Ballsbridge, Merrion Road RDS",53.3286399201175,-6.22936956914703,416
295,8220DB000417,"Ballsbridge, Merrion Road (Sydenham Road)",53.327699585650606,-6.225970420488549,417
296,8220DB000418,"Ballsbridge, British Embassy",53.3257198105114,-6.22339529752618,418
297,8220DB000419,"Ballsbridge, Merrion Road",53.3239951058417,-6.22044950312351,419
298,8220DB000420,"Ballsbridge, Merrion Road",53.3219108012885,-6.217503921727491,420
